sentiment_analysis,items_count,price,genres
2,121,0.0,Action
2,16,0.0,Action
2,0,0.0,Action
0,0,0.0,Action
2,89,0.0,Action
2,0,0.0,Action
2,32,0.0,Action
2,79,0.0,Action
2,134,0.0,Action
2,84,0.0,Action
2,42,0.0,Action
2,159,0.0,Action
2,37,0.0,Action
2,85,0.0,Action
2,77,0.0,Action
0,113,0.0,Action
2,130,0.0,Action
2,260,0.0,Action
2,92,0.0,Action
0,61,0.0,Action
2,53,0.0,Action
2,62,0.0,Action
2,99,0.0,Action
2,240,0.0,Action
2,205,0.0,Action
0,39,0.0,Action
2,95,0.0,Action
2,108,0.0,Action
2,273,0.0,Action
2,0,0.0,Action
2,315,0.0,Action
2,15,0.0,Action
2,141,0.0,Action
0,47,0.0,Action
2,187,0.0,Action
2,31,0.0,Action
2,0,0.0,Action
2,210,0.0,Action
0,0,0.0,Action
2,285,0.0,Action
2,127,0.0,Action
2,230,0.0,Action
2,129,0.0,Action
2,35,0.0,Action
2,53,0.0,Action
2,0,0.0,Action
2,65,0.0,Action
2,99,0.0,Action
0,303,0.0,Action
2,78,0.0,Action
2,43,0.0,Action
2,0,0.0,Action
2,60,0.0,Action
2,60,0.0,Action
2,0,0.0,Action
2,13,0.0,Action
2,193,0.0,Action
2,3,0.0,Action
2,31,0.0,Action
2,44,0.0,Action
2,61,0.0,Action
0,0,0.0,Action
2,38,0.0,Action
0,92,0.0,Action
2,94,0.0,Action
2,43,0.0,Action
0,13,0.0,Action
2,51,0.0,Action
2,58,0.0,Action
2,12,0.0,Action
2,0,0.0,Action
2,39,0.0,Action
2,12,0.0,Action
2,48,0.0,Action
2,17,0.0,Action
2,6,0.0,Action
0,7,0.0,Action
2,68,0.0,Action
2,0,0.0,Action
2,21,0.0,Action
2,55,0.0,Action
2,78,0.0,Action
2,0,0.0,Action
2,27,0.0,Action
2,58,0.0,Action
2,34,0.0,Action
0,6,0.0,Action
2,15,0.0,Action
2,1,0.0,Action
2,0,0.0,Action
2,0,0.0,Action
2,0,19.99,Action
2,98,19.99,Action
0,602,19.99,Action
2,131,19.99,Action
2,202,19.99,Action
2,46,19.99,Action
2,35,19.99,Action
2,80,19.99,Action
2,134,19.99,Action
2,0,19.99,Action
2,84,19.99,Action
0,20,19.99,Action
2,32,34.99,Action
2,69,34.99,Action
2,168,34.99,Action
0,0,34.99,Action
2,34,34.99,Action
0,114,34.99,Action
2,74,34.99,Action
2,255,34.99,Action
2,120,34.99,Action
2,103,34.99,Action
2,134,34.99,Action
2,0,34.99,Action
2,77,34.99,Action
2,82,34.99,Action
0,129,34.99,Action
2,194,34.99,Action
2,122,34.99,Action
2,56,34.99,Action
0,223,34.99,Action
2,149,34.99,Action
2,90,34.99,Action
2,53,34.99,Action
2,143,34.99,Action
2,44,34.99,Action
0,149,34.99,Action
0,57,34.99,Action
2,120,34.99,Action
2,21,34.99,Action
0,274,34.99,Action
2,186,34.99,Action
2,23,34.99,Action
2,147,34.99,Action
2,150,34.99,Action
0,489,34.99,Action
0,35,34.99,Action
2,275,34.99,Action
2,55,34.99,Action
0,76,34.99,Action
2,192,34.99,Action
0,157,34.99,Action
2,138,34.99,Action
2,29,34.99,Action
2,148,34.99,Action
0,0,34.99,Action
2,38,34.99,Action
2,114,34.99,Action
0,76,34.99,Action
2,155,34.99,Action
2,373,34.99,Action
2,143,34.99,Action
2,48,34.99,Action
2,0,34.99,Action
0,96,34.99,Action
2,165,34.99,Action
2,0,34.99,Action
2,335,34.99,Action
0,167,34.99,Action
2,127,34.99,Action
2,76,34.99,Action
0,259,34.99,Action
2,55,34.99,Action
0,37,34.99,Action
2,223,34.99,Action
2,130,34.99,Action
2,57,34.99,Action
2,236,34.99,Action
2,170,34.99,Action
2,163,34.99,Action
0,163,34.99,Action
2,39,34.99,Action
2,37,34.99,Action
2,107,34.99,Action
2,201,34.99,Action
0,75,34.99,Action
2,94,34.99,Action
0,0,34.99,Action
2,12,34.99,Action
2,56,34.99,Action
2,33,34.99,Action
0,162,34.99,Action
2,109,34.99,Action
2,76,34.99,Action
2,64,34.99,Action
0,115,34.99,Action
0,62,34.99,Action
2,70,34.99,Action
0,66,34.99,Action
2,121,34.99,Action
2,289,34.99,Action
2,0,34.99,Action
2,68,34.99,Action
2,53,34.99,Action
2,169,34.99,Action
2,72,34.99,Action
2,128,34.99,Action
2,99,34.99,Action
0,216,34.99,Action
2,187,34.99,Action
2,147,34.99,Action
2,76,34.99,Action
0,0,34.99,Action
2,55,34.99,Action
0,174,34.99,Action
2,132,34.99,Action
2,311,34.99,Action
2,99,34.99,Action
2,126,34.99,Action
0,211,34.99,Action
2,55,34.99,Action
2,55,34.99,Action
2,86,34.99,Action
2,458,34.99,Action
0,66,34.99,Action
2,59,34.99,Action
0,77,34.99,Action
2,157,34.99,Action
2,245,34.99,Action
0,108,34.99,Action
2,49,34.99,Action
2,256,34.99,Action
0,83,34.99,Action
0,142,34.99,Action
0,45,34.99,Action
0,108,34.99,Action
0,252,34.99,Action
2,85,34.99,Action
2,82,34.99,Action
2,134,34.99,Action
2,0,34.99,Action
0,90,34.99,Action
2,47,34.99,Action
2,258,34.99,Action
0,174,34.99,Action
2,244,34.99,Action
2,145,34.99,Action
0,151,34.99,Action
0,92,34.99,Action
0,0,34.99,Action
2,118,34.99,Action
2,146,34.99,Action
2,302,34.99,Action
2,82,34.99,Action
2,129,34.99,Action
2,85,34.99,Action
2,64,34.99,Action
0,215,34.99,Action
2,28,34.99,Action
2,135,34.99,Action
2,107,34.99,Action
2,36,34.99,Action
2,0,34.99,Action
2,113,34.99,Action
2,302,34.99,Action
2,168,34.99,Action
2,51,34.99,Action
2,264,34.99,Action
0,196,34.99,Action
2,0,34.99,Action
2,147,34.99,Action
2,454,34.99,Action
2,30,34.99,Action
0,138,34.99,Action
2,180,34.99,Action
2,213,34.99,Action
2,206,34.99,Action
2,107,34.99,Action
2,84,34.99,Action
0,90,34.99,Action
0,136,34.99,Action
2,124,34.99,Action
2,142,34.99,Action
0,89,34.99,Action
2,47,34.99,Action
2,174,34.99,Action
2,0,34.99,Action
2,101,34.99,Action
0,0,34.99,Action
2,76,34.99,Action
2,38,34.99,Action
2,26,34.99,Action
2,1066,34.99,Action
2,254,34.99,Action
2,180,34.99,Action
2,95,34.99,Action
2,58,34.99,Action
0,84,34.99,Action
0,0,34.99,Action
2,74,34.99,Action
2,59,34.99,Action
2,26,34.99,Action
2,27,34.99,Action
2,75,34.99,Action
2,267,34.99,Action
2,102,34.99,Action
2,137,34.99,Action
0,144,34.99,Action
2,97,34.99,Action
0,67,34.99,Action
0,17,34.99,Action
0,74,34.99,Action
2,155,34.99,Action
2,281,34.99,Action
2,228,34.99,Action
0,86,34.99,Action
0,54,34.99,Action
0,153,34.99,Action
0,78,34.99,Action
2,70,34.99,Action
2,0,34.99,Action
2,88,34.99,Action
2,39,34.99,Action
2,63,34.99,Action
2,188,34.99,Action
2,66,34.99,Action
0,59,34.99,Action
2,0,34.99,Action
0,72,34.99,Action
2,153,34.99,Action
2,275,34.99,Action
2,69,34.99,Action
0,31,34.99,Action
2,284,34.99,Action
0,80,34.99,Action
2,101,34.99,Action
2,176,34.99,Action
2,86,34.99,Action
2,77,34.99,Action
0,59,34.99,Action
2,251,34.99,Action
2,63,34.99,Action
2,165,34.99,Action
0,77,34.99,Action
2,59,34.99,Action
0,258,34.99,Action
0,70,34.99,Action
0,57,34.99,Action
0,90,34.99,Action
2,72,34.99,Action
2,113,34.99,Action
2,118,34.99,Action
0,114,34.99,Action
0,65,34.99,Action
2,62,34.99,Action
0,43,34.99,Action
2,203,34.99,Action
0,140,34.99,Action
0,111,34.99,Action
0,73,34.99,Action
2,175,34.99,Action
2,30,34.99,Action
2,87,34.99,Action
0,84,34.99,Action
2,182,34.99,Action
2,131,34.99,Action
0,87,34.99,Action
2,134,34.99,Action
0,0,34.99,Action
2,350,34.99,Action
2,41,34.99,Action
0,0,34.99,Action
0,126,34.99,Action
2,51,34.99,Action
2,87,34.99,Action
2,90,34.99,Action
0,67,34.99,Action
2,184,34.99,Action
2,183,34.99,Action
2,245,34.99,Action
2,109,34.99,Action
2,52,34.99,Action
2,66,34.99,Action
2,20,34.99,Action
2,89,34.99,Action
2,0,34.99,Action
2,95,34.99,Action
2,62,34.99,Action
2,29,34.99,Action
0,122,34.99,Action
2,24,34.99,Action
2,98,34.99,Action
2,45,34.99,Action
0,92,34.99,Action
2,47,34.99,Action
2,55,34.99,Action
0,74,34.99,Action
2,47,34.99,Action
0,56,34.99,Action
2,104,34.99,Action
0,373,34.99,Action
2,136,34.99,Action
0,112,34.99,Action
0,77,34.99,Action
0,0,34.99,Action
2,143,34.99,Action
2,341,34.99,Action
2,127,34.99,Action
0,79,34.99,Action
2,0,34.99,Action
2,171,34.99,Action
2,78,34.99,Action
2,56,34.99,Action
2,113,34.99,Action
2,29,34.99,Action
0,139,34.99,Action
2,109,34.99,Action
2,61,34.99,Action
2,47,34.99,Action
2,65,34.99,Action
2,136,34.99,Action
2,0,34.99,Action
2,130,34.99,Action
2,19,34.99,Action
2,53,34.99,Action
2,39,34.99,Action
2,52,34.99,Action
0,60,34.99,Action
2,158,34.99,Action
2,115,34.99,Action
2,0,34.99,Action
2,348,34.99,Action
2,85,34.99,Action
2,15,34.99,Action
2,102,34.99,Action
2,74,34.99,Action
2,230,34.99,Action
2,59,34.99,Action
2,151,34.99,Action
0,193,34.99,Action
2,83,34.99,Action
2,62,34.99,Action
0,92,34.99,Action
0,0,34.99,Action
2,0,34.99,Action
2,75,34.99,Action
2,104,34.99,Action
2,0,34.99,Action
2,95,34.99,Action
2,140,34.99,Action
2,0,34.99,Action
2,57,34.99,Action
2,57,34.99,Action
0,151,34.99,Action
2,0,34.99,Action
0,56,34.99,Action
2,38,34.99,Action
2,190,34.99,Action
0,73,34.99,Action
2,50,34.99,Action
0,113,34.99,Action
0,49,34.99,Action
2,46,34.99,Action
2,157,34.99,Action
2,50,34.99,Action
2,125,34.99,Action
2,65,34.99,Action
2,56,34.99,Action
0,11,34.99,Action
2,0,34.99,Action
0,42,34.99,Action
2,67,34.99,Action
2,139,34.99,Action
2,13,34.99,Action
2,79,34.99,Action
2,14,34.99,Action
2,62,34.99,Action
2,154,34.99,Action
2,76,34.99,Action
2,0,34.99,Action
2,35,34.99,Action
2,40,34.99,Action
0,107,34.99,Action
2,48,34.99,Action
0,74,34.99,Action
0,58,34.99,Action
0,0,34.99,Action
0,77,34.99,Action
2,65,34.99,Action
0,0,34.99,Action
2,21,34.99,Action
0,204,34.99,Action
2,0,34.99,Action
2,77,34.99,Action
2,137,34.99,Action
0,87,34.99,Action
2,61,34.99,Action
2,91,34.99,Action
2,30,34.99,Action
2,179,34.99,Action
2,31,34.99,Action
2,27,34.99,Action
2,94,34.99,Action
0,86,34.99,Action
2,136,34.99,Action
2,60,34.99,Action
2,6,34.99,Action
2,78,34.99,Action
2,56,34.99,Action
0,210,34.99,Action
2,112,34.99,Action
2,15,34.99,Action
0,51,34.99,Action
2,64,34.99,Action
2,0,34.99,Action
2,26,34.99,Action
2,40,34.99,Action
2,74,34.99,Action
2,73,34.99,Action
2,57,34.99,Action
0,84,34.99,Action
0,34,34.99,Action
2,0,34.99,Action
2,20,34.99,Action
2,90,34.99,Action
2,20,34.99,Action
2,21,34.99,Action
0,92,34.99,Action
0,26,34.99,Action
0,0,34.99,Action
2,48,34.99,Action
2,76,34.99,Action
2,31,34.99,Action
2,63,34.99,Action
2,11,34.99,Action
2,10,34.99,Action
2,51,34.99,Action
2,0,34.99,Action
2,33,34.99,Action
2,0,34.99,Action
2,18,34.99,Action
0,30,34.99,Action
2,17,34.99,Action
2,6,34.99,Action
2,49,34.99,Action
2,29,34.99,Action
0,34,34.99,Action
2,72,34.99,Action
2,114,0.0,Adventure
2,132,0.0,Adventure
2,402,0.0,Adventure
2,296,0.0,Adventure
2,451,0.0,Adventure
2,0,0.0,Adventure
2,61,0.0,Adventure
2,72,0.0,Adventure
2,72,0.0,Adventure
2,2755,0.0,Adventure
2,82,0.0,Adventure
2,28,0.0,Adventure
2,34,0.0,Adventure
2,5,0.0,Action
2,70,0.0,Action
0,58,0.0,Action
2,0,0.0,Action
2,18,0.0,Action
2,64,0.0,Action
2,63,0.0,Action
2,42,0.0,Action
2,141,0.0,Action
2,0,0.0,Action
2,87,0.0,Action
0,110,0.0,Action
2,20,0.0,Action
2,224,0.0,Action
2,120,0.0,Action
2,70,0.0,Action
2,53,0.0,Action
0,125,0.0,Action
2,173,0.0,Action
2,193,0.0,Action
2,67,0.0,Action
2,141,0.0,Action
2,43,0.0,Action
2,49,0.0,Action
2,0,0.0,Action
2,63,0.0,Action
2,57,0.0,Action
2,40,0.0,Action
2,25,0.0,Action
2,79,0.0,Action
2,106,19.99,Action
0,128,19.99,Action
2,107,19.99,Action
2,102,19.99,Action
0,130,19.99,Action
2,82,19.99,Action
0,94,19.99,Action
2,158,19.99,Action
2,41,19.99,Action
2,241,19.99,Action
0,70,19.99,Action
2,85,19.99,Action
2,78,19.99,Action
2,63,19.99,Action
2,107,19.99,Action
2,73,19.99,Action
2,78,19.99,Action
2,0,19.99,Action
2,966,19.99,Action
0,72,19.99,Action
2,86,19.99,Action
2,0,19.99,Action
2,167,19.99,Action
2,78,19.99,Action
2,0,19.99,Action
2,77,19.99,Action
2,54,19.99,Action
2,82,19.99,Action
2,47,19.99,Action
2,164,19.99,Action
2,147,19.99,Action
2,148,19.99,Action
2,165,19.99,Action
2,104,19.99,Action
2,0,19.99,Action
2,0,19.99,Action
2,33,19.99,Action
0,315,19.99,Action
2,0,19.99,Action
2,0,19.99,Action
2,188,19.99,Action
2,41,19.99,Action
2,10,19.99,Action
2,33,19.99,Action
2,0,19.99,Action
2,118,19.99,Action
0,18,19.99,Action
2,0,19.99,Action
0,189,19.99,Action
2,71,19.99,Action
0,70,19.99,Action
0,64,19.99,Action
2,87,19.99,Action
0,114,19.99,Action
2,294,19.99,Action
2,25,19.99,Action
2,20,19.99,Action
2,131,19.99,Action
0,384,19.99,Action
2,170,19.99,Action
2,0,19.99,Action
2,47,19.99,Action
2,71,19.99,Action
2,0,19.99,Action
2,256,19.99,Action
2,16,19.99,Action
2,82,19.99,Action
2,126,19.99,Action
2,110,19.99,Action
2,112,19.99,Action
2,54,19.99,Action
0,170,19.99,Action
2,188,19.99,Action
2,24,19.99,Action
0,63,19.99,Action
2,0,19.99,Action
2,145,19.99,Action
2,176,19.99,Action
2,0,19.99,Action
2,82,19.99,Action
2,298,19.99,Action
2,71,19.99,Action
2,309,19.99,Action
2,182,19.99,Action
2,99,19.99,Action
2,231,19.99,Action
0,83,19.99,Action
2,43,19.99,Action
0,66,19.99,Action
2,0,19.99,Action
2,0,19.99,Action
0,128,19.99,Action
2,43,19.99,Action
2,0,19.99,Action
2,43,19.99,Action
2,133,19.99,Action
2,67,19.99,Action
2,49,19.99,Action
2,131,19.99,Action
2,0,19.99,Action
2,75,19.99,Action
2,0,19.99,Action
2,67,19.99,Action
2,32,19.99,Action
2,104,19.99,Action
2,114,19.99,Action
0,17,19.99,Action
2,35,19.99,Action
2,63,19.99,Action
0,213,19.99,Action
0,76,19.99,Action
0,124,19.99,Action
2,69,19.99,Action
2,21,19.99,Action
2,0,19.99,Action
2,90,19.99,Action
2,47,19.99,Action
2,47,19.99,Action
2,51,19.99,Action
2,46,19.99,Action
2,65,14.99,Action
2,743,14.99,Action
2,130,14.99,Action
0,31,14.99,Action
2,114,14.99,Action
2,247,14.99,Action
0,240,14.99,Action
0,140,14.99,Action
2,359,14.99,Action
2,83,14.99,Action
0,110,14.99,Action
2,254,14.99,Action
2,201,14.99,Action
2,71,14.99,Action
2,0,14.99,Action
2,106,14.99,Action
2,159,14.99,Action
2,79,14.99,Action
2,345,14.99,Action
2,0,14.99,Action
2,201,14.99,Action
2,121,14.99,Action
2,0,14.99,Action
2,114,14.99,Action
2,103,14.99,Action
2,74,14.99,Action
2,723,14.99,Action
2,109,14.99,Action
2,63,14.99,Action
2,124,14.99,Action
2,65,14.99,Action
2,71,14.99,Action
2,49,14.99,Action
2,26,14.99,Action
2,0,14.99,Action
0,36,14.99,Action
2,169,14.99,Action
2,56,14.99,Action
2,97,14.99,Action
2,60,14.99,Action
2,75,14.99,Action
2,139,14.99,Action
2,9,14.99,Action
2,328,14.99,Action
2,303,14.99,Action
2,255,14.99,Action
2,0,14.99,Action
2,199,14.99,Action
2,53,14.99,Action
2,82,14.99,Action
2,51,14.99,Action
2,126,14.99,Action
2,15,14.99,Action
2,0,14.99,Action
2,260,14.99,Action
2,243,14.99,Action
2,153,14.99,Action
2,113,14.99,Action
2,112,14.99,Action
2,343,14.99,Action
2,0,14.99,Action
2,19,14.99,Action
2,154,14.99,Action
2,46,14.99,Action
2,65,14.99,Action
2,89,14.99,Action
0,173,14.99,Action
2,111,14.99,Action
2,71,14.99,Action
2,0,14.99,Action
2,43,14.99,Action
2,0,14.99,Action
2,60,14.99,Action
2,10,14.99,Action
2,37,14.99,Action
2,49,14.99,Action
2,35,14.99,Action
2,106,14.99,Action
0,115,14.99,Action
2,67,14.99,Action
2,58,14.99,Action
2,32,14.99,Action
2,41,14.99,Action
2,96,14.99,Action
2,285,0.99,Indie
0,71,0.99,Indie
2,81,0.99,Indie
2,110,0.99,Indie
2,143,0.99,Indie
2,140,0.99,Indie
2,142,0.99,Indie
0,79,0.99,Indie
2,229,0.99,Indie
2,248,0.99,Indie
2,74,0.99,Indie
2,62,0.99,Indie
2,301,0.99,Indie
2,107,0.99,Indie
0,159,0.99,Indie
2,50,0.99,Indie
2,81,0.99,Indie
2,116,0.99,Indie
0,180,0.99,Indie
2,993,0.99,Indie
2,288,0.99,Indie
2,144,0.99,Indie
0,143,0.99,Indie
0,131,0.99,Indie
0,866,0.99,Indie
2,41,0.99,Indie
2,60,0.99,Indie
2,362,0.99,Indie
2,250,0.99,Indie
2,87,0.99,Indie
0,0,0.99,Indie
0,115,0.99,Indie
0,299,0.99,Indie
2,110,0.99,Indie
2,305,0.99,Indie
2,0,0.99,Indie
2,184,0.99,Indie
2,103,0.99,Indie
2,148,0.99,Indie
0,327,0.99,Indie
2,450,0.99,Indie
2,110,0.99,Indie
0,115,0.99,Indie
2,0,0.99,Indie
2,61,0.99,Indie
2,270,0.99,Indie
2,23,0.99,Indie
2,330,0.99,Indie
2,92,0.99,Indie
2,148,0.99,Indie
2,684,0.99,Indie
2,238,0.99,Indie
0,38,0.99,Indie
0,102,0.99,Indie
0,155,0.99,Indie
2,24,0.99,Indie
2,51,4.99,Action
2,309,4.99,Action
2,170,4.99,Action
2,79,4.99,Action
2,43,4.99,Action
0,92,4.99,Action
2,39,4.99,Action
2,80,4.99,Action
2,47,4.99,Action
2,140,4.99,Action
2,177,4.99,Action
2,146,4.99,Action
0,146,4.99,Action
2,76,4.99,Action
0,180,4.99,Action
2,193,4.99,Action
2,56,4.99,Action
2,107,4.99,Action
2,133,4.99,Action
2,46,4.99,Action
2,102,4.99,Action
2,0,4.99,Action
2,0,4.99,Action
2,37,4.99,Action
2,884,4.99,Action
0,56,4.99,Action
2,152,4.99,Action
2,10,4.99,Action
2,111,4.99,Action
2,59,4.99,Action
2,103,4.99,Action
2,40,4.99,Action
2,105,4.99,Action
2,92,4.99,Action
2,20,4.99,Action
2,71,4.99,Action
2,67,4.99,Action
2,0,4.99,Action
2,52,4.99,Action
2,71,4.99,Action
2,273,4.99,Action
0,44,4.99,Action
2,105,4.99,Action
2,65,4.99,Action
2,613,4.99,Action
2,15,4.99,Action
2,116,4.99,Action
2,0,4.99,Action
2,45,4.99,Action
2,527,4.99,Action
2,0,4.99,Action
2,79,4.99,Action
2,298,4.99,Action
0,561,4.99,Action
0,195,4.99,Action
2,0,4.99,Action
2,307,4.99,Action
0,84,4.99,Action
2,125,4.99,Action
2,0,4.99,Action
2,96,4.99,Action
2,152,4.99,Action
2,89,4.99,Action
2,95,4.99,Action
2,0,4.99,Action
0,65,4.99,Action
2,52,4.99,Action
2,176,4.99,Action
0,0,4.99,Action
0,189,4.99,Action
2,64,4.99,Action
2,139,4.99,Action
2,0,4.99,Action
0,84,4.99,Action
0,47,4.99,Action
2,59,4.99,Action
2,0,4.99,Action
0,32,4.99,Action
2,90,4.99,Action
0,40,4.99,Action
2,30,4.99,Action
0,50,4.99,Action
2,78,4.99,Action
2,84,4.99,Action
2,55,4.99,Action
2,60,4.99,Action
2,155,4.99,Action
0,0,4.99,Action
2,120,4.99,Action
2,110,4.99,Action
2,16,4.99,Action
2,0,4.99,Action
2,15,4.99,Action
2,32,4.99,Action
2,43,4.99,Action
2,46,4.99,Action
2,168,29.99,Action
2,108,29.99,Action
2,191,29.99,Action
2,723,29.99,Action
0,114,29.99,Action
0,234,29.99,Action
2,0,29.99,Action
2,44,29.99,Action
2,75,29.99,Action
2,61,29.99,Action
2,91,29.99,Action
2,37,29.99,Action
2,196,29.99,Action
2,101,29.99,Action
0,137,29.99,Action
2,57,29.99,Action
2,0,29.99,Action
2,59,29.99,Action
2,80,29.99,Action
0,45,29.99,Action
2,0,29.99,Action
2,147,29.99,Action
2,294,29.99,Action
2,120,29.99,Action
0,192,29.99,Action
2,112,29.99,Action
2,58,29.99,Action
2,160,29.99,Action
2,30,29.99,Action
2,359,29.99,Action
2,107,29.99,Action
2,280,29.99,Action
2,216,29.99,Action
2,0,29.99,Action
2,0,29.99,Action
2,358,29.99,Action
2,217,29.99,Action
2,0,29.99,Action
2,236,29.99,Action
2,191,29.99,Action
2,50,29.99,Action
2,59,29.99,Action
2,36,29.99,Action
2,57,29.99,Action
2,109,29.99,Action
2,18,29.99,Action
2,56,29.99,Action
2,46,29.99,Action
2,114,29.99,Action
2,0,29.99,Action
2,6,9.99,Action
0,230,9.99,Action
2,206,9.99,Action
2,96,9.99,Action
2,0,9.99,Action
2,54,9.99,Action
2,120,9.99,Action
2,50,9.99,Action
2,74,9.99,Action
2,247,9.99,Action
2,80,9.99,Action
2,85,9.99,Action
2,61,9.99,Action
2,63,9.99,Action
2,63,9.99,Action
2,547,9.99,Action
2,76,9.99,Action
2,62,9.99,Action
2,0,9.99,Action
2,147,9.99,Action
2,127,9.99,Action
2,51,9.99,Action
2,35,9.99,Action
2,46,9.99,Action
2,0,9.99,Action
2,86,9.99,Action
0,47,9.99,Action
2,0,9.99,Action
2,87,9.99,Action
2,22,9.99,Action
2,120,9.99,Action
2,79,9.99,Action
2,77,9.99,Action
2,228,9.99,Action
2,80,9.99,Action
2,34,9.99,Action
2,88,9.99,Action
2,0,9.99,Action
2,77,9.99,Action
2,123,9.99,Action
2,111,9.99,Action
2,40,9.99,Action
2,0,9.99,Action
0,104,9.99,Action
0,141,9.99,Action
2,52,9.99,Action
2,149,9.99,Action
2,37,9.99,Action
0,132,9.99,Action
2,83,9.99,Action
2,75,9.99,Action
2,80,9.99,Action
2,137,9.99,Action
2,85,9.99,Action
2,47,9.99,Action
0,200,9.99,Action
2,276,9.99,Action
2,62,9.99,Action
2,80,9.99,Action
2,93,9.99,Action
2,48,9.99,Action
2,53,9.99,Action
2,107,9.99,Action
2,11,9.99,Action
2,9,9.99,Action
2,97,9.99,Action
2,185,9.99,Action
2,94,9.99,Action
2,42,9.99,Action
2,65,9.99,Action
2,69,9.99,Action
2,70,9.99,Action
2,123,9.99,Action
0,99,9.99,Action
2,199,9.99,Action
2,68,9.99,Action
2,109,9.99,Action
2,0,9.99,Action
2,36,9.99,Action
2,55,9.99,Action
2,198,9.99,Action
2,102,9.99,Action
2,78,9.99,Action
2,0,9.99,Action
2,179,9.99,Action
2,80,9.99,Action
2,58,9.99,Action
2,253,9.99,Action
2,95,9.99,Action
2,0,9.99,Action
2,32,9.99,Action
0,92,9.99,Action
2,44,9.99,Action
2,276,9.99,Action
2,181,9.99,Action
2,162,9.99,Action
2,100,9.99,Action
0,87,9.99,Action
2,68,9.99,Action
2,0,9.99,Action
2,60,9.99,Action
2,27,9.99,Action
2,60,9.99,Action
2,13,9.99,Action
2,95,9.99,Action
2,34,9.99,Action
0,230,9.99,Action
2,70,9.99,Action
2,141,9.99,Action
2,151,9.99,Action
0,133,9.99,Action
2,77,9.99,Action
2,76,9.99,Action
2,57,9.99,Action
2,62,9.99,Action
2,34,9.99,Action
2,177,9.99,Action
2,58,9.99,Action
2,141,9.99,Action
2,58,9.99,Action
2,96,9.99,Action
0,53,9.99,Action
2,140,9.99,Action
2,102,9.99,Action
2,38,9.99,Action
2,85,9.99,Action
2,84,9.99,Action
2,125,9.99,Action
2,86,9.99,Action
2,158,9.99,Action
2,0,9.99,Action
2,36,9.99,Action
2,51,9.99,Action
2,124,9.99,Action
2,216,9.99,Action
0,485,9.99,Action
2,273,9.99,Action
2,62,9.99,Action
2,100,9.99,Action
2,0,9.99,Action
2,435,9.99,Action
2,88,9.99,Action
2,68,9.99,Action
2,47,9.99,Action
2,15,9.99,Action
0,0,9.99,Action
2,161,9.99,Action
2,92,9.99,Action
2,197,9.99,Action
2,67,9.99,Action
0,63,9.99,Action
2,87,9.99,Action
0,56,9.99,Action
2,59,9.99,Action
2,87,9.99,Action
2,32,9.99,Action
2,75,9.99,Action
2,164,9.99,Action
2,290,9.99,Action
2,42,9.99,Action
2,70,9.99,Action
2,44,9.99,Action
2,12,9.99,Action
2,0,9.99,Action
2,258,9.99,Action
2,121,9.99,Action
2,41,9.99,Action
2,71,9.99,Action
2,45,9.99,Action
2,41,9.99,Action
2,7,9.99,Action
2,35,9.99,Action
2,116,9.99,Action
2,45,9.99,Action
2,55,9.99,Action
2,76,9.99,Action
0,92,9.99,Action
2,101,9.99,Action
2,252,9.99,Action
2,435,9.99,Action
2,46,9.99,Action
2,26,9.99,Action
0,59,9.99,Action
2,81,9.99,Action
2,23,9.99,Action
2,58,9.99,Action
2,90,9.99,Action
2,164,9.99,Action
2,210,9.99,Action
2,99,9.99,Action
2,59,9.99,Action
2,118,9.99,Action
2,84,9.99,Action
2,109,9.99,Action
2,137,9.99,Action
2,42,9.99,Action
2,146,9.99,Action
2,110,9.99,Action
2,111,9.99,Action
2,55,9.99,Action
2,41,9.99,Action
2,75,9.99,Action
2,65,9.99,Action
2,189,9.99,Action
2,115,9.99,Action
2,96,9.99,Action
2,37,9.99,Action
2,22,9.99,Action
2,14,9.99,Action
2,77,9.99,Action
2,101,9.99,Action
2,41,9.99,Action
2,38,9.99,Action
2,49,9.99,Action
2,81,9.99,Action
0,55,9.99,Action
2,43,9.99,Action
2,38,9.99,Action
2,36,9.99,Action
2,333,9.99,Action
2,35,9.99,Action
2,16,9.99,Action
2,62,9.99,Action
2,0,9.99,Action
2,0,9.99,Action
2,108,9.99,Action
2,88,9.99,Action
2,0,9.99,Action
2,34,9.99,Action
2,369,9.99,Action
2,104,9.99,Action
2,75,9.99,Action
2,23,9.99,Action
2,220,9.99,Action
0,32,9.99,Action
2,0,9.99,Action
2,132,9.99,Action
2,0,9.99,Action
2,0,9.99,Action
2,90,9.99,Action
2,57,9.99,Action
2,41,9.99,Action
2,86,9.99,Action
0,64,9.99,Action
0,236,9.99,Action
2,65,9.99,Action
2,38,9.99,Action
2,86,9.99,Action
2,0,9.99,Action
2,170,9.99,Action
2,55,9.99,Action
2,44,9.99,Action
2,15,9.99,Action
2,144,9.99,Action
2,111,9.99,Action
0,0,9.99,Action
2,43,9.99,Action
2,97,9.99,Action
2,0,9.99,Action
2,170,9.99,Action
2,36,9.99,Action
2,60,9.99,Action
2,43,9.99,Action
2,15,9.99,Action
2,261,9.99,Action
2,31,9.99,Action
2,138,9.99,Action
2,57,9.99,Action
0,513,9.99,Action
2,174,9.99,Action
2,231,9.99,Action
2,84,9.99,Action
2,103,9.99,Action
2,66,9.99,Action
2,0,9.99,Action
